	N-Amend-BR5-10-FT_S119_F_filt.fastq	N-Amend-C-T4_S125_F_filt.fastq	N-Amend-D-T4_S126_F_filt.fastq	N-Amend-T0_S124_F_filt.fastq	N-BR10-B_S107_F_filt.fastq	N-BR10-T_S108_F_filt.fastq	N-BR5-B_S99_F_filt.fastq	N-BR5-T_S100_F_filt.fastq	N-BR6-B_S101_F_filt.fastq	N-BR6-T_S102_F_filt.fastq	N-BR8-B_S103_F_filt.fastq	N-BR8-T_S104_F_filt.fastq	N-BR9-B_S105_F_filt.fastq	N-BR9-T_S106_F_filt.fastq	N-Control-A-T4_S122_F_filt.fastq	N-Control-B-T4_S123_F_filt.fastq	N-Control-T0_S121_F_filt.fastq	N-NEG_S128_F_filt.fastq
ASV_1378	0	0	0	0	0	31	0	62	0	0	0	0	0	0	0	0	0	0
ASV_1379	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0
ASV_1380	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0
ASV_1381	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0
ASV_1382	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1383	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1384	44	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0
ASV_1385	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1386	0	0	0	0	34	0	0	0	0	0	0	0	58	0	0	0	0	0
ASV_1387	0	0	0	0	31	0	0	0	0	0	20	0	41	0	0	0	0	0
ASV_1388	0	0	0	0	15	0	16	0	0	61	0	0	0	0	0	0	0	0
ASV_1389	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1390	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0
ASV_1391	0	0	0	0	0	0	27	0	0	0	0	0	0	65	0	0	0	0
ASV_1392	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0
ASV_1393	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
ASV_1394	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1395	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1396	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1397	30	0	0	0	0	0	20	0	0	0	0	41	0	0	0	0	0	0
ASV_1398	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	14	41	0
ASV_1399	0	0	0	0	30	0	0	0	0	24	0	0	37	0	0	0	0	0
ASV_1400	0	0	0	0	19	0	0	0	72	0	0	0	0	0	0	0	0	0
ASV_1401	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1402	0	0	0	0	0	0	32	37	0	0	0	22	0	0	0	0	0	0
ASV_1403	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0
ASV_1404	0	0	0	0	0	0	0	55	0	0	0	36	0	0	0	0	0	0
ASV_1405	65	0	0	0	3	0	16	0	0	0	0	0	6	0	0	0	0	0
ASV_1406	41	0	0	0	0	14	0	4	0	0	0	0	0	31	0	0	0	0
ASV_1407	0	0	0	0	46	0	0	0	0	0	44	0	0	0	0	0	0	0
ASV_1408	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1409	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1410	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1411	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0
ASV_1412	0	0	0	0	0	0	73	0	17	0	0	0	0	0	0	0	0	0
ASV_1413	0	0	0	0	0	0	0	55	0	0	0	35	0	0	0	0	0	0
ASV_1414	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
ASV_1415	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1416	0	23	19	0	0	0	0	0	0	0	0	0	0	0	25	22	0	0
ASV_1417	0	0	0	0	7	32	9	41	0	0	0	0	0	0	0	0	0	0
ASV_1418	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1419	0	0	0	0	0	55	0	0	0	34	0	0	0	0	0	0	0	0
ASV_1420	0	0	0	0	0	0	51	0	0	0	38	0	0	0	0	0	0	0
ASV_1421	0	0	0	0	0	0	0	11	0	0	20	0	23	35	0	0	0	0
ASV_1422	0	0	0	0	0	0	0	0	0	0	33	0	56	0	0	0	0	0
ASV_1423	0	0	0	0	0	0	0	0	0	0	0	18	0	71	0	0	0	0
ASV_1424	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1425	26	0	0	0	0	0	0	0	0	14	24	0	24	0	0	0	0	0
ASV_1426	14	0	0	0	0	0	0	0	0	0	0	33	0	41	0	0	0	0
ASV_1427	0	16	24	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
ASV_1428	0	0	0	0	24	0	16	0	0	0	15	0	33	0	0	0	0	0
ASV_1429	0	0	0	0	21	0	0	0	0	67	0	0	0	0	0	0	0	0
ASV_1430	0	0	0	0	14	0	0	0	74	0	0	0	0	0	0	0	0	0
ASV_1431	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1432	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1433	0	0	0	0	0	72	0	0	0	0	0	0	16	0	0	0	0	0
ASV_1434	70	0	0	0	0	0	0	0	0	0	0	13	4	0	0	0	0	0
ASV_1435	0	0	0	0	17	0	21	0	0	0	0	0	49	0	0	0	0	0
ASV_1436	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0
ASV_1437	0	0	0	0	0	0	0	53	0	0	0	34	0	0	0	0	0	0
ASV_1438	0	0	0	0	0	0	0	0	61	0	0	0	0	26	0	0	0	0
ASV_1439	0	0	0	0	0	0	0	0	0	45	16	26	0	0	0	0	0	0
ASV_1440	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0
ASV_1441	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0
ASV_1442	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1443	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1444	47	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0
ASV_1445	12	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0
ASV_1446	0	0	0	0	26	0	15	0	0	0	45	0	0	0	0	0	0	0
ASV_1447	0	0	0	0	19	0	0	0	0	45	22	0	0	0	0	0	0	0
ASV_1448	0	0	0	0	13	0	0	0	73	0	0	0	0	0	0	0	0	0
ASV_1449	0	0	0	0	0	72	0	0	0	0	0	14	0	0	0	0	0	0
ASV_1450	0	0	0	0	0	0	70	0	0	0	0	0	16	0	0	0	0	0
ASV_1451	0	0	0	0	0	0	18	0	21	27	0	0	20	0	0	0	0	0
ASV_1452	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0
ASV_1453	0	0	0	0	0	0	0	0	0	47	0	0	39	0	0	0	0	0
ASV_1454	0	0	0	0	0	0	0	0	0	13	25	0	48	0	0	0	0	0
ASV_1455	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1456	78	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV_1457	41	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0
ASV_1458	28	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0
ASV_1459	0	0	0	0	14	0	15	0	0	0	22	0	34	0	0	0	0	0
ASV_1460	0	0	0	0	7	0	15	63	0	0	0	0	0	0	0	0	0	0
ASV_1461	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1462	0	0	0	0	0	58	0	0	27	0	0	0	0	0	0	0	0	0
ASV_1463	0	0	0	0	0	49	0	12	11	13	0	0	0	0	0	0	0	0
ASV_1464	0	0	0	0	0	0	61	0	0	0	0	24	0	0	0	0	0	0
ASV_1465	0	0	0	0	0	0	43	18	0	0	0	0	24	0	0	0	0	0
ASV_1466	0	0	0	0	0	0	19	0	0	40	11	0	0	15	0	0	0	0
ASV_1467	0	0	0	0	0	0	16	69	0	0	0	0	0	0	0	0	0	0
ASV_1468	0	0	0	0	0	0	10	0	0	0	0	69	6	0	0	0	0	0
ASV_1469	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0
ASV_1470	0	0	0	0	0	0	0	67	0	18	0	0	0	0	0	0	0	0
ASV_1471	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1472	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1473	63	0	0	0	11	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV_1474	18	0	0	0	0	0	0	0	24	42	0	0	0	0	0	0	0	0
ASV_1475	0	16	0	0	0	0	0	0	0	0	0	0	0	0	29	39	0	0
ASV_1476	0	0	0	0	17	0	25	0	0	0	14	0	28	0	0	0	0	0
ASV_1477	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1478	0	0	0	0	0	0	71	13	0	0	0	0	0	0	0	0	0	0
ASV_1479	0	0	0	0	0	0	2	75	0	0	0	0	0	7	0	0	0	0
ASV_1480	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0
ASV_1481	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0
ASV_1482	0	0	0	0	45	0	0	0	0	0	0	0	38	0	0	0	0	0
ASV_1483	0	0	0	0	31	0	0	0	33	0	0	0	19	0	0	0	0	0
ASV_1484	0	0	0	0	27	0	0	0	0	0	22	0	34	0	0	0	0	0
ASV_1485	0	0	0	0	19	0	22	0	0	25	0	17	0	0	0	0	0	0
ASV_1486	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1487	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1488	0	0	0	0	0	59	0	24	0	0	0	0	0	0	0	0	0	0
ASV_1489	0	0	0	0	0	0	18	0	43	0	22	0	0	0	0	0	0	0
ASV_1490	0	0	0	0	0	0	17	43	0	0	0	23	0	0	0	0	0	0
ASV_1491	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0
ASV_1492	0	0	0	0	0	0	0	0	22	42	0	0	19	0	0	0	0	0
ASV_1493	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1494	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1495	0	0	0	0	33	4	0	0	0	25	0	0	20	0	0	0	0	0
ASV_1496	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1497	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1498	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1499	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0
ASV_1500	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0
ASV_1501	0	0	0	0	0	0	0	0	15	0	0	67	0	0	0	0	0	0
ASV_1502	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0
ASV_1503	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0
ASV_1504	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0
ASV_1505	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0
ASV_1506	24	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	29	0
ASV_1507	21	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0
ASV_1508	0	0	0	0	30	0	0	0	3	0	0	0	48	0	0	0	0	0
ASV_1509	0	0	0	0	18	0	31	0	0	0	15	0	17	0	0	0	0	0
ASV_1510	0	0	0	0	0	53	0	0	28	0	0	0	0	0	0	0	0	0
ASV_1511	0	0	0	0	0	0	41	0	0	40	0	0	0	0	0	0	0	0
ASV_1512	0	0	0	0	0	0	25	56	0	0	0	0	0	0	0	0	0	0
ASV_1513	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0
ASV_1514	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0
ASV_1515	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0
ASV_1516	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0
ASV_1517	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0
ASV_1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	45	0	0
ASV_1519	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1520	61	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
ASV_1521	44	0	0	0	0	25	0	0	0	11	0	0	0	0	0	0	0	0
ASV_1522	0	0	0	52	0	0	0	0	0	0	0	0	0	0	13	0	15	0
ASV_1523	0	0	0	0	31	0	0	0	3	0	16	0	30	0	0	0	0	0
ASV_1524	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0
ASV_1525	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0
ASV_1526	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0
ASV_1527	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0
ASV_1528	0	0	0	0	0	0	0	25	35	0	0	0	20	0	0	0	0	0
ASV_1529	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0
ASV_1530	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1531	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1532	44	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0
ASV_1533	0	0	0	0	32	0	0	0	19	0	0	0	28	0	0	0	0	0
ASV_1534	0	0	0	0	31	0	0	0	48	0	0	0	0	0	0	0	0	0
ASV_1535	0	0	0	0	14	0	0	0	0	36	9	0	20	0	0	0	0	0
ASV_1536	0	0	0	0	10	0	0	0	0	58	11	0	0	0	0	0	0	0
ASV_1537	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1538	0	0	0	0	0	59	0	20	0	0	0	0	0	0	0	0	0	0
ASV_1539	0	0	0	0	0	42	0	0	37	0	0	0	0	0	0	0	0	0
ASV_1540	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0
ASV_1541	0	0	0	0	0	0	43	26	0	10	0	0	0	0	0	0	0	0
ASV_1542	0	0	0	0	0	0	20	0	0	21	30	8	0	0	0	0	0	0
ASV_1543	0	0	0	0	0	0	0	37	0	0	0	28	14	0	0	0	0	0
ASV_1544	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0
ASV_1545	33	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0
ASV_1546	20	0	0	0	0	0	0	0	0	22	0	36	0	0	0	0	0	0
ASV_1547	18	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0
ASV_1548	0	0	0	0	65	0	0	0	0	13	0	0	0	0	0	0	0	0
ASV_1549	0	0	0	0	29	0	0	0	23	26	0	0	0	0	0	0	0	0
ASV_1550	0	0	0	0	28	0	22	0	0	0	0	0	28	0	0	0	0	0
ASV_1551	0	0	0	0	28	0	0	0	0	19	0	0	31	0	0	0	0	0
ASV_1552	0	0	0	0	18	0	0	0	21	0	0	0	0	39	0	0	0	0
ASV_1553	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1554	0	0	0	0	0	36	0	0	42	0	0	0	0	0	0	0	0	0
ASV_1555	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0
ASV_1556	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0
ASV_1557	0	0	0	0	0	0	32	0	0	0	28	0	18	0	0	0	0	0
ASV_1558	0	0	0	0	0	0	0	0	64	0	0	14	0	0	0	0	0	0
ASV_1559	0	0	0	0	0	0	0	0	0	32	14	0	32	0	0	0	0	0
ASV_1560	64	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV_1561	0	0	0	0	39	0	0	0	0	0	0	0	38	0	0	0	0	0
ASV_1562	0	0	0	0	31	0	0	0	0	18	0	0	28	0	0	0	0	0
ASV_1563	0	0	0	0	19	0	0	0	0	0	17	0	41	0	0	0	0	0
ASV_1564	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1565	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1566	0	0	0	0	0	64	0	0	0	13	0	0	0	0	0	0	0	0
ASV_1567	0	0	0	0	0	0	46	0	0	0	0	0	31	0	0	0	0	0
ASV_1568	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0
ASV_1569	0	0	0	0	0	0	0	0	0	44	16	17	0	0	0	0	0	0
ASV_1570	0	0	0	0	0	0	0	0	0	29	17	31	0	0	0	0	0	0
ASV_1571	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0
ASV_1572	0	0	0	0	0	0	0	0	0	0	0	28	0	49	0	0	0	0
ASV_1573	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1574	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1575	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1576	0	0	20	15	0	0	0	0	0	0	0	0	0	0	15	26	0	0
ASV_1577	0	0	0	0	27	49	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1578	0	0	0	0	27	24	0	0	0	25	0	0	0	0	0	0	0	0
ASV_1579	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1580	0	0	0	0	0	68	0	0	0	0	0	0	0	8	0	0	0	0
ASV_1581	0	0	0	0	0	62	0	0	14	0	0	0	0	0	0	0	0	0
ASV_1582	0	0	0	0	0	0	43	0	0	11	22	0	0	0	0	0	0	0
ASV_1583	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0
ASV_1584	0	0	0	0	0	0	0	0	49	11	16	0	0	0	0	0	0	0
ASV_1585	0	0	0	0	0	0	0	0	0	47	29	0	0	0	0	0	0	0
ASV_1586	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1587	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1588	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1589	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1590	53	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
ASV_1591	50	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1592	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	51	0
ASV_1593	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1594	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1595	0	0	0	0	0	51	0	0	0	24	0	0	0	0	0	0	0	0
ASV_1596	0	0	0	0	0	11	31	0	0	0	0	33	0	0	0	0	0	0
ASV_1597	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0
ASV_1598	0	0	0	0	0	0	39	36	0	0	0	0	0	0	0	0	0	0
ASV_1599	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0
ASV_1600	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0
ASV_1601	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0
ASV_1602	0	0	0	0	0	0	0	53	22	0	0	0	0	0	0	0	0	0
ASV_1603	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0
ASV_1604	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1605	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1606	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1607	0	0	0	0	22	0	21	0	0	15	16	0	0	0	0	0	0	0
ASV_1608	0	0	0	0	20	24	0	0	16	0	0	0	14	0	0	0	0	0
ASV_1609	0	0	0	0	17	0	0	0	57	0	0	0	0	0	0	0	0	0
ASV_1610	0	0	0	0	15	0	29	0	0	0	0	0	30	0	0	0	0	0
ASV_1611	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1612	0	0	0	0	0	46	0	0	0	0	0	28	0	0	0	0	0	0
ASV_1613	0	0	0	0	0	0	63	0	0	11	0	0	0	0	0	0	0	0
ASV_1614	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0
ASV_1615	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0
ASV_1616	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0
ASV_1617	0	0	0	0	0	0	0	0	0	0	0	50	0	24	0	0	0	0
ASV_1618	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0
ASV_1619	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0
ASV_1620	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1621	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1622	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1623	36	0	0	0	8	0	14	0	0	0	0	0	15	0	0	0	0	0
ASV_1624	26	0	0	0	26	0	0	0	0	0	0	0	21	0	0	0	0	0
ASV_1625	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1626	0	0	0	0	0	53	0	20	0	0	0	0	0	0	0	0	0	0
ASV_1627	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0
ASV_1628	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0
ASV_1629	0	0	0	0	0	0	51	0	0	0	0	0	22	0	0	0	0	0
ASV_1630	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0
ASV_1631	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0
ASV_1632	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0
ASV_1633	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1634	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1635	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1636	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1637	23	0	0	0	0	0	0	27	0	0	0	0	22	0	0	0	0	0
ASV_1638	19	0	0	0	0	0	0	0	0	0	0	0	0	0	20	33	0	0
ASV_1639	0	0	0	0	40	0	0	0	0	14	0	0	18	0	0	0	0	0
ASV_1640	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1641	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1642	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0
ASV_1643	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0
ASV_1644	0	0	0	0	0	0	39	0	0	0	0	0	33	0	0	0	0	0
ASV_1645	0	0	0	0	0	0	38	0	0	0	16	0	18	0	0	0	0	0
ASV_1646	0	0	0	0	0	0	30	0	0	0	0	0	0	42	0	0	0	0
ASV_1647	0	0	0	0	0	0	7	29	0	0	0	0	0	36	0	0	0	0
ASV_1648	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0
ASV_1649	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0
ASV_1650	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0
ASV_1651	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0
ASV_1652	0	0	0	0	0	0	0	0	0	0	0	40	0	32	0	0	0	0
ASV_1653	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0
ASV_1654	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0
ASV_1655	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1656	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1657	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1658	53	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1659	45	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
ASV_1660	20	0	0	0	26	0	0	0	0	0	0	0	25	0	0	0	0	0
ASV_1661	15	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0
ASV_1662	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1663	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1664	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1665	0	0	0	0	0	0	46	0	0	25	0	0	0	0	0	0	0	0
ASV_1666	0	0	0	0	0	0	12	0	0	20	0	26	13	0	0	0	0	0
ASV_1667	0	0	0	0	0	0	0	39	32	0	0	0	0	0	0	0	0	0
ASV_1668	0	0	0	0	0	0	0	37	0	0	0	34	0	0	0	0	0	0
ASV_1669	0	0	0	0	0	0	0	0	0	31	0	34	6	0	0	0	0	0
ASV_1670	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0
ASV_1671	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0
ASV_1672	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0
ASV_1673	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0
ASV_1674	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0
ASV_1675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0
ASV_1676	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1677	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1678	0	0	0	0	40	0	30	0	0	0	0	0	0	0	0	0	0	0
ASV_1679	0	0	0	0	39	0	0	0	0	0	0	0	31	0	0	0	0	0
ASV_1680	0	0	0	0	14	0	8	0	0	0	14	0	34	0	0	0	0	0
ASV_1681	0	0	0	0	8	0	22	0	0	40	0	0	0	0	0	0	0	0
ASV_1682	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1683	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1684	0	0	0	0	0	56	0	0	8	6	0	0	0	0	0	0	0	0
ASV_1685	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0
ASV_1686	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0
ASV_1687	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0
ASV_1688	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0
ASV_1689	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0
ASV_1690	0	0	0	0	0	0	0	0	0	25	0	45	0	0	0	0	0	0
ASV_1691	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0
ASV_1692	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1693	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
